FECHA,CO,NO,NO2,NOX,O3,SO2,PM10
07/07/2010,1.0,14,38,53,7,4,19
07/07/2010,0.6,8,29,36,13,3,16
08/07/2010,0.4,4,20,24,19,3,10
08/07/2010,0.4,3,17,20,20,3,12
08/07/2010,0.3,2,14,15,24,4,9
08/07/2010,0.3,3,12,15,23,3,11
08/07/2010,0.2,3,12,15,19,3,9
08/07/2010,0.3,9,14,23,13,3,3
08/07/2010,0.9,38,25,63,1,3,4
08/07/2010,1.4,56,26,82,1,4,16
08/07/2010,1.0,32,24,56,4,3,22
08/07/2010,0.9,24,24,48,8,4,18
08/07/2010,0.6,13,20,33,17,4,15
08/07/2010,0.9,15,29,44,28,4,29
08/07/2010,1.0,12,37,49,44,4,38
08/07/2010,1.1,7,40,47,55,4,49
08/07/2010,0.9,2,30,32,87,4,44
08/07/2010,1.1,6,40,46,71,4,58
08/07/2010,1.2,5,46,51,51,4,24
08/07/2010,0.9,7,35,42,28,3,18
08/07/2010,0.5,2,27,29,13,3,10
08/07/2010,0.4,1,21,23,12,3,11
08/07/2010,0.6,9,24,33,5,3,7
08/07/2010,0.6,13,22,35,3,3,19
08/07/2010,0.8,19,30,48,3,3,6
08/07/2010,0.4,3,21,24,6,3,6
09/07/2010,0.3,3,16,19,5,3,6
09/07/2010,0.3,6,13,19,6,3,3
09/07/2010,0.3,3,11,15,7,3,5
09/07/2010,0.2,3,9,13,10,2,4
09/07/2010,0.2,3,11,14,9,2,6
09/07/2010,0.7,28,18,47,2,3,11
09/07/2010,1.3,60,21,81,1,4,15
09/07/2010,0.8,26,20,46,1,3,14
09/07/2010,1.2,43,25,68,2,3,16
09/07/2010,1.2,39,24,62,3,3,24
09/07/2010,0.4,14,15,29,11,6,18
09/07/2010,0.5,12,16,29,15,5,17
09/07/2010,0.6,8,20,28,31,4,16
09/07/2010,1.3,21,38,59,15,4,35
09/07/2010,1.1,23,33,56,11,4,16
09/07/2010,0.6,6,18,24,31,3,14
09/07/2010,0.4,4,10,14,45,3,-99
09/07/2010,0.9,16,30,45,23,3,21
09/07/2010,0.8,10,29,40,11,5,21
09/07/2010,0.8,14,30,44,7,4,9
09/07/2010,1.2,18,31,49,3,3,8
09/07/2010,1.8,51,40,91,1,4,12
09/07/2010,1.9,56,40,97,1,4,15
09/07/2010,2.0,54,40,94,1,4,11
10/07/2010,1.9,54,39,93,1,4,10
10/07/2010,0.9,16,26,41,2,3,3
10/07/2010,0.3,3,15,18,7,3,-99
10/07/2010,0.2,5,12,17,9,2,3
10/07/2010,0.2,4,12,16,7,3,3
10/07/2010,0.4,13,16,29,3,3,6
10/07/2010,0.6,27,19,46,1,3,9
10/07/2010,0.8,32,17,50,2,3,14
10/07/2010,0.9,31,18,49,4,3,13
10/07/2010,0.7,22,17,39,10,3,16
10/07/2010,0.5,10,11,22,24,3,13
10/07/2010,0.5,11,15,26,27,3,17
10/07/2010,0.5,10,17,27,24,3,11
10/07/2010,0.5,10,15,25,35,3,11
10/07/2010,0.5,10,19,30,31,3,14
10/07/2010,0.7,18,24,43,20,3,24
10/07/2010,0.7,8,24,32,16,3,6
10/07/2010,0.5,10,19,29,17,3,8
10/07/2010,0.4,3,13,17,20,2,9
10/07/2010,0.4,3,16,19,17,3,12
10/07/2010,0.6,7,22,29,4,3,13
10/07/2010,1.0,23,22,46,4,3,13
10/07/2010,0.8,23,20,43,2,3,8
10/07/2010,0.4,3,14,17,6,2,2
11/07/2010,0.3,3,10,14,9,2,-99
11/07/2010,0.2,4,8,12,11,2,-99
11/07/2010,0.2,5,8,13,11,2,-99
11/07/2010,0.2,7,9,16,8,3,4
11/07/2010,0.3,7,11,18,6,3,5
11/07/2010,0.4,17,11,27,6,3,11
11/07/2010,0.9,48,14,63,2,4,18
11/07/2010,0.7,29,15,44,5,4,16
11/07/2010,0.4,13,10,23,12,7,16
11/07/2010,0.5,14,10,24,18,5,16
11/07/2010,0.4,13,12,25,26,3,19
11/07/2010,0.5,11,13,24,41,3,16
11/07/2010,0.6,10,17,29,56,4,28
11/07/2010,0.6,9,18,27,68,4,26
11/07/2010,0.6,7,16,23,73,4,20
11/07/2010,0.7,7,21,28,73,3,31
11/07/2010,1.2,5,38,43,69,4,50
11/07/2010,1.2,4,35,40,57,3,36
11/07/2010,1.1,3,23,26,57,3,-99
11/07/2010,1.8,14,46,60,16,4,-99
11/07/2010,1.4,6,26,32,27,-99,-99
11/07/2010,1.6,21,27,48,17,-99,-99
11/07/2010,1.2,15,29,44,11,-99,-99
11/07/2010,1.0,19,30,49,6,1,16
12/07/2010,0.5,6,16,22,11,4,6
12/07/2010,0.5,7,14,21,6,6,9
12/07/2010,0.4,8,11,18,4,4,6
12/07/2010,0.5,9,11,19,4,4,12
12/07/2010,0.9,23,12,36,1,3,13
12/07/2010,1.5,68,13,81,1,4,31
12/07/2010,2.0,108,14,123,1,5,47
12/07/2010,1.7,76,20,95,3,8,32
12/07/2010,1.3,51,27,78,8,13,40
12/07/2010,1.5,54,40,94,14,12,56
12/07/2010,1.3,33,40,74,31,7,59
12/07/2010,1.3,23,44,67,54,5,57
12/07/2010,-99,14,35,49,71,6,44
12/07/2010,-99,10,31,42,95,5,-99
12/07/2010,0.4,9,31,40,105,5,-99
12/07/2010,0.2,11,25,36,79,4,-99
12/07/2010,0.3,13,27,40,49,7,-99
12/07/2010,0.4,17,33,50,31,4,-99
12/07/2010,0.8,32,43,76,12,3,-99
12/07/2010,1.1,51,40,91,4,4,-99
12/07/2010,0.1,7,20,27,17,3,-99
12/07/2010,0.0,5,16,21,14,3,-99
12/07/2010,0.0,9,18,27,8,5,-99
12/07/2010,0.0,5,14,19,8,10,-99
13/07/2010,0.0,7,12,19,8,12,-99
13/07/2010,0.0,6,12,18,6,8,-99
13/07/2010,0.0,6,10,16,5,5,-99
13/07/2010,0.0,8,10,18,7,4,-99
13/07/2010,0.3,26,14,40,2,3,-99
13/07/2010,0.7,56,14,71,1,4,-99
13/07/2010,0.6,48,18,66,2,5,-99
13/07/2010,0.9,57,18,75,1,6,-99
13/07/2010,0.7,50,20,70,3,12,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,0.2,16,24,40,46,12,-99
13/07/2010,0.2,14,27,40,57,10,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,0.1,14,16,30,45,4,-99
13/07/2010,0.3,15,25,40,45,-99,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,-99,-99,-99,-99,-99,-99,-99
13/07/2010,-99,12,28,39,5,3,-99
13/07/2010,-99,6,21,27,7,3,26
14/07/2010,-99,4,9,14,17,3,19
14/07/2010,-99,4,5,9,21,3,15
14/07/2010,-99,5,4,8,21,2,28
14/07/2010,-99,5,4,9,20,3,29
14/07/2010,-99,5,7,12,16,3,32
14/07/2010,-99,8,12,20,10,5,40
14/07/2010,0.2,28,20,48,3,8,47
14/07/2010,1.2,85,20,105,2,10,59
14/07/2010,0.6,50,23,73,6,31,68
14/07/2010,0.2,26,19,45,14,30,58
14/07/2010,0.1,18,16,35,26,13,54
14/07/2010,0.3,21,26,48,32,8,73
14/07/2010,0.1,17,21,38,38,5,51
14/07/2010,0.1,14,23,37,46,4,48
14/07/2010,0.0,9,19,28,50,4,38
14/07/2010,0.0,8,19,27,51,4,38
14/07/2010,0.1,8,21,29,50,4,39
14/07/2010,0.1,11,21,32,51,4,43
14/07/2010,0.1,11,24,35,27,7,54
14/07/2010,0.3,16,27,43,14,4,42
14/07/2010,0.5,21,31,52,10,3,25
14/07/2010,0.0,4,18,22,17,3,16
14/07/2010,0.0,4,13,17,18,3,13
14/07/2010,0.0,4,10,14,16,2,11
15/07/2010,0.0,4,10,14,15,3,7
15/07/2010,0.0,4,7,12,17,2,5
15/07/2010,0.0,6,8,14,12,2,7
15/07/2010,0.0,7,10,17,7,2,12
15/07/2010,0.2,24,13,36,2,3,15
15/07/2010,0.8,64,14,78,1,3,26
15/07/2010,2.1,158,17,173,1,5,57
15/07/2010,1.4,91,22,114,3,4,45
15/07/2010,0.9,51,24,75,8,5,48
15/07/2010,0.4,29,25,54,14,5,38
15/07/2010,0.4,28,30,57,24,5,45
15/07/2010,0.5,22,33,55,43,4,38
15/07/2010,0.4,11,32,44,70,4,33
15/07/2010,0.3,10,28,37,71,4,28
15/07/2010,0.3,6,27,34,88,4,35
15/07/2010,0.3,9,31,40,46,5,57
15/07/2010,0.4,15,35,50,19,5,43
15/07/2010,0.1,7,21,28,18,3,13
15/07/2010,0.0,3,16,19,22,3,10
15/07/2010,0.0,4,16,20,25,3,13
15/07/2010,0.0,4,15,18,27,3,13
15/07/2010,0.2,9,18,26,23,3,16
15/07/2010,0.0,4,14,17,22,2,13
15/07/2010,0.0,5,13,18,15,2,14
16/07/2010,0.0,5,11,16,16,2,7
16/07/2010,0.0,4,7,10,23,3,1
16/07/2010,0.0,5,10,15,21,3,7
16/07/2010,0.0,6,17,22,12,3,14
16/07/2010,0.0,5,12,17,15,3,10
16/07/2010,0.7,58,21,80,3,3,28
16/07/2010,1.9,130,15,145,1,5,62
16/07/2010,0.6,41,19,59,5,4,40
16/07/2010,0.4,29,19,48,11,5,46
16/07/2010,0.1,17,13,30,23,5,34
16/07/2010,0.1,13,15,27,36,4,37
16/07/2010,0.1,11,15,26,44,5,39
16/07/2010,0.1,9,17,26,54,5,39
16/07/2010,0.1,9,18,27,65,7,47
16/07/2010,0.2,10,18,28,67,7,43
16/07/2010,0.1,10,14,25,57,4,45
16/07/2010,0.2,12,14,26,48,3,64
16/07/2010,0.1,12,13,25,36,3,56
16/07/2010,0.4,14,17,31,24,4,64
16/07/2010,0.2,13,17,30,17,3,60
16/07/2010,0.1,13,19,32,12,3,59
16/07/2010,0.0,9,19,28,10,3,60
16/07/2010,0.0,8,17,24,12,3,57
16/07/2010,0.0,5,11,16,15,-99,-99
17/07/2010,0.0,5,10,15,16,2,-99
17/07/2010,0.0,7,12,18,12,1,44
17/07/2010,0.0,8,15,23,6,2,47
17/07/2010,0.0,4,11,15,10,9,45
17/07/2010,0.0,5,11,16,12,8,41
17/07/2010,0.1,18,14,32,9,5,45
17/07/2010,1.3,83,20,103,2,5,62
17/07/2010,0.5,38,17,55,7,9,60
17/07/2010,0.1,20,12,32,18,17,52
17/07/2010,0.2,19,14,32,25,9,50
17/07/2010,0.1,16,18,35,32,10,72
17/07/2010,0.2,18,21,39,35,14,59
17/07/2010,0.1,13,17,31,46,6,45
17/07/2010,0.1,11,14,25,48,4,38
17/07/2010,0.1,12,15,27,40,3,31
17/07/2010,0.3,17,18,35,34,3,49
17/07/2010,0.0,9,11,19,42,3,43
17/07/2010,0.1,11,13,24,28,3,47
17/07/2010,0.2,18,19,37,17,3,31
17/07/2010,0.3,21,19,40,11,3,17
17/07/2010,0.6,47,23,71,2,3,24
17/07/2010,0.1,8,17,24,10,3,25
17/07/2010,0.0,8,16,24,7,3,30
17/07/2010,0.0,6,10,16,14,3,21
18/07/2010,0.0,6,8,13,16,3,23
18/07/2010,0.0,5,8,13,15,3,26
18/07/2010,0.0,5,8,13,14,3,29
18/07/2010,0.0,5,7,12,14,6,28
18/07/2010,0.0,5,8,13,13,10,32
18/07/2010,0.0,9,10,19,9,11,37
18/07/2010,0.2,16,15,31,5,9,39
18/07/2010,0.3,30,19,49,4,5,17
18/07/2010,0.0,19,14,33,14,5,8
18/07/2010,0.1,15,10,25,24,3,8
18/07/2010,0.0,9,8,17,35,3,10
18/07/2010,0.0,8,8,16,45,3,13
18/07/2010,0.0,8,8,16,53,3,14
18/07/2010,0.0,8,9,17,58,3,14
18/07/2010,0.0,9,11,20,54,3,16
18/07/2010,0.0,8,9,17,52,3,10
18/07/2010,0.0,10,13,23,42,4,44
18/07/2010,0.1,12,19,31,16,3,36
18/07/2010,0.0,10,16,26,17,3,3
18/07/2010,0.1,8,12,20,19,3,23
18/07/2010,0.1,11,15,26,14,3,14
18/07/2010,0.0,8,15,23,10,3,23
18/07/2010,0.0,7,14,21,8,3,21
18/07/2010,0.0,5,9,14,16,3,9
19/07/2010,0.0,5,6,12,17,3,12
19/07/2010,0.0,5,9,14,16,3,9
19/07/2010,0.0,5,10,14,20,3,1
19/07/2010,0.0,5,4,8,32,3,-99
19/07/2010,0.0,7,8,15,23,3,6
19/07/2010,0.0,13,15,28,14,3,8
19/07/2010,0.1,13,15,28,12,2,11
19/07/2010,0.0,10,11,22,14,2,10
19/07/2010,0.2,22,13,35,18,3,7
19/07/2010,0.1,20,15,35,25,3,12
19/07/2010,0.1,19,17,36,29,3,19
19/07/2010,0.0,15,15,30,39,3,22
19/07/2010,0.0,12,14,25,43,3,22
19/07/2010,0.1,11,13,24,42,3,18
19/07/2010,0.0,12,14,26,38,3,20
19/07/2010,0.0,11,10,22,40,3,21
19/07/2010,0.1,13,13,26,30,3,30
19/07/2010,0.3,21,23,43,16,3,51
19/07/2010,0.6,37,27,64,8,2,18
19/07/2010,1.4,68,30,98,2,4,10
19/07/2010,0.2,11,19,29,13,3,26
19/07/2010,0.0,7,13,20,17,3,18
19/07/2010,0.0,6,10,16,19,3,11
19/07/2010,0.0,5,9,15,20,3,12
20/07/2010,0.0,5,8,13,21,3,4
20/07/2010,0.0,5,6,10,22,3,5
20/07/2010,0.0,5,5,9,23,3,4
20/07/2010,0.0,8,8,16,21,2,2
20/07/2010,0.0,5,6,10,19,3,5
20/07/2010,0.4,40,19,58,4,3,23
20/07/2010,0.3,30,22,51,4,4,21
20/07/2010,0.2,15,13,28,13,5,15
20/07/2010,0.4,29,18,47,11,5,31
20/07/2010,0.2,21,16,37,18,4,34
20/07/2010,0.0,12,13,25,25,3,20
20/07/2010,-99,-99,-99,-99,-99,-99,22
20/07/2010,-99,-99,-99,-99,-99,-99,20
20/07/2010,0.4,5,12,17,44,4,22
20/07/2010,0.3,4,11,15,49,5,21
20/07/2010,0.5,8,17,24,39,4,25
20/07/2010,0.8,15,30,44,21,3,42
20/07/2010,0.9,15,27,42,17,3,12
20/07/2010,0.5,4,19,23,21,2,10
20/07/2010,0.7,14,28,42,9,2,10
20/07/2010,1.0,19,28,47,4,2,15
20/07/2010,0.7,9,24,33,4,3,6
20/07/2010,0.5,5,19,24,7,2,4
20/07/2010,0.4,2,14,15,10,2,8
21/07/2010,0.4,5,14,19,7,2,6
21/07/2010,0.3,1,9,11,10,2,-99
21/07/2010,0.3,2,7,9,11,2,-99
21/07/2010,0.3,1,9,10,11,2,3
21/07/2010,0.4,7,11,18,9,2,10
21/07/2010,1.1,52,18,70,3,3,21
21/07/2010,2.2,108,18,126,1,4,35
21/07/2010,1.5,59,18,77,5,4,29
21/07/2010,0.8,23,19,41,11,3,16
21/07/2010,0.8,23,19,42,16,3,30
21/07/2010,0.7,20,20,39,22,3,26
21/07/2010,0.5,11,15,25,32,3,20
21/07/2010,0.4,9,13,22,37,3,19
21/07/2010,0.4,8,15,23,36,3,21
21/07/2010,0.6,13,18,31,29,3,24
21/07/2010,0.4,9,13,22,33,3,22
21/07/2010,0.4,7,11,18,31,3,26
21/07/2010,0.5,9,14,23,23,3,40
21/07/2010,0.6,9,15,24,17,3,37
21/07/2010,0.6,9,14,23,13,3,24
21/07/2010,0.7,8,19,26,8,4,25
21/07/2010,0.5,6,18,24,8,3,18
21/07/2010,0.4,6,18,24,8,3,14
21/07/2010,0.5,2,15,17,10,3,19
22/07/2010,0.2,1,12,13,14,3,5
22/07/2010,0.3,0,7,7,20,3,3
22/07/2010,0.3,2,8,10,15,3,1
22/07/2010,0.3,1,6,7,16,3,3
22/07/2010,0.4,11,11,23,9,3,9
22/07/2010,0.6,28,16,43,5,3,15
22/07/2010,0.7,26,20,46,3,6,29
22/07/2010,0.6,15,16,31,6,9,24
22/07/2010,0.5,12,15,27,8,11,18
22/07/2010,0.5,12,11,23,16,10,15
22/07/2010,0.6,18,14,31,18,7,18
22/07/2010,0.4,10,11,21,22,5,10
22/07/2010,0.4,9,12,21,22,17,22
22/07/2010,0.4,9,13,22,24,11,22
22/07/2010,0.6,12,16,27,17,17,31
22/07/2010,0.9,19,19,38,12,6,13
22/07/2010,0.8,18,21,39,10,4,11
22/07/2010,1.3,33,24,57,4,4,21
22/07/2010,0.9,30,22,51,2,3,9
22/07/2010,0.7,20,21,40,1,3,6
22/07/2010,0.5,5,18,23,3,2,1
22/07/2010,0.8,28,17,44,2,3,5
22/07/2010,0.6,13,14,27,4,3,3
22/07/2010,0.3,1,13,14,5,14,5
23/07/2010,0.4,6,14,20,3,17,9
23/07/2010,0.2,0,9,9,9,16,-99
23/07/2010,0.2,0,7,7,10,15,4
23/07/2010,0.3,5,11,17,4,22,12
23/07/2010,0.5,18,13,31,2,25,14
23/07/2010,1.0,56,13,69,1,18,22
23/07/2010,1.9,103,15,118,1,15,30
23/07/2010,1.3,54,17,71,2,18,24
23/07/2010,0.7,20,15,34,6,16,16
23/07/2010,0.8,24,17,41,9,15,28
23/07/2010,0.9,21,15,37,13,15,19
23/07/2010,0.6,13,14,26,20,15,19
23/07/2010,0.6,15,13,28,18,15,9
23/07/2010,0.7,18,15,33,21,13,9
23/07/2010,0.7,18,26,45,22,10,28
23/07/2010,0.8,16,28,44,15,8,34
23/07/2010,1.8,41,43,84,4,6,46
23/07/2010,1.6,30,42,72,5,5,27
23/07/2010,1.5,29,42,71,1,5,26
23/07/2010,2.4,70,45,115,1,5,33
23/07/2010,1.7,38,44,83,1,4,24
23/07/2010,2.2,80,43,122,1,5,30
23/07/2010,2.3,82,38,119,1,5,21
23/07/2010,2.2,81,37,118,1,5,19
24/07/2010,2.2,83,37,119,1,5,21
24/07/2010,1.6,65,34,98,1,4,17
24/07/2010,1.5,61,33,93,1,4,18
24/07/2010,1.3,43,30,73,0,4,19
24/07/2010,1.5,56,29,85,0,4,22
24/07/2010,2.0,101,27,128,1,5,30
24/07/2010,2.0,84,29,113,1,4,24
24/07/2010,2.3,103,29,132,1,5,26
24/07/2010,2.4,102,32,134,1,5,33
24/07/2010,2.8,121,34,155,1,5,29
24/07/2010,2.8,95,35,130,2,5,25
24/07/2010,2.0,61,34,94,5,4,20
24/07/2010,1.8,45,30,75,4,4,28
24/07/2010,1.7,45,33,78,4,4,18
24/07/2010,1.7,45,36,81,4,4,14
24/07/2010,1.3,27,33,60,5,3,3
24/07/2010,1.1,18,31,49,5,3,9
24/07/2010,1.2,34,27,61,3,3,4
24/07/2010,1.9,71,31,102,1,4,8
24/07/2010,1.7,51,33,84,1,3,9
24/07/2010,2.1,73,32,106,1,4,11
24/07/2010,2.7,116,30,146,1,4,11
24/07/2010,2.5,95,30,124,1,4,14
24/07/2010,2.6,97,28,125,1,4,12
25/07/2010,2.1,77,28,105,1,4,4
25/07/2010,1.9,75,24,99,1,4,14
25/07/2010,1.9,65,20,84,1,3,9
25/07/2010,1.7,53,20,73,1,3,9
25/07/2010,1.5,47,18,64,1,3,9
25/07/2010,1.5,55,16,71,1,3,11
25/07/2010,1.7,64,15,79,1,3,15
25/07/2010,1.4,46,19,65,1,3,18
25/07/2010,1.3,40,24,64,4,3,24
25/07/2010,1.5,39,35,74,10,4,12
25/07/2010,1.5,25,38,63,24,4,31
25/07/2010,1.4,20,51,71,24,3,37
25/07/2010,1.9,12,61,73,22,4,63
25/07/2010,1.6,17,50,67,17,3,15
25/07/2010,0.9,3,28,31,20,3,1
25/07/2010,0.6,3,14,17,14,3,-99
25/07/2010,0.5,1,14,15,16,3,3
25/07/2010,0.5,1,14,15,16,3,-99
25/07/2010,0.7,6,17,23,14,3,3
25/07/2010,1.4,40,29,69,3,3,16
25/07/2010,2.2,82,29,111,1,4,19
25/07/2010,3.0,132,26,158,1,5,16
25/07/2010,2.4,80,24,104,1,4,17
25/07/2010,2.2,68,20,88,1,4,14
26/07/2010,1.1,30,17,46,1,3,9
26/07/2010,1.0,27,14,41,1,3,9
26/07/2010,0.7,14,13,27,1,3,4
26/07/2010,0.6,9,13,22,1,3,12
26/07/2010,1.2,40,12,52,1,3,17
26/07/2010,2.1,96,13,109,1,4,16
26/07/2010,2.7,134,14,148,1,5,31
26/07/2010,1.9,90,16,107,1,4,34
26/07/2010,1.5,51,19,70,2,4,29
26/07/2010,1.3,35,21,56,5,5,22
26/07/2010,0.8,10,17,28,12,4,15
26/07/2010,1.1,23,24,47,18,5,18
26/07/2010,0.8,12,26,38,38,4,20
26/07/2010,0.6,7,19,25,57,3,22
26/07/2010,0.7,9,25,34,46,3,16
26/07/2010,1.4,22,44,65,21,4,36
26/07/2010,1.0,10,34,45,26,3,42
26/07/2010,0.7,3,30,32,22,7,24
26/07/2010,0.8,14,24,38,10,5,13
26/07/2010,1.1,39,31,69,4,5,10
26/07/2010,1.5,44,28,72,2,5,11
26/07/2010,1.5,62,26,88,1,5,17
26/07/2010,1.3,42,23,65,1,4,21
26/07/2010,0.6,7,19,27,2,3,10
27/07/2010,0.3,0,13,12,7,3,3
27/07/2010,0.3,2,10,12,8,3,5
27/07/2010,0.3,0,10,10,9,3,8
27/07/2010,0.3,0,11,11,16,3,-99
27/07/2010,0.3,1,14,15,11,3,14
27/07/2010,0.4,1,18,19,7,3,11
27/07/2010,0.5,4,19,23,6,3,17
27/07/2010,0.7,20,19,38,12,4,16
27/07/2010,0.7,17,16,33,19,3,19
27/07/2010,0.8,14,17,32,27,3,22
27/07/2010,0.7,13,22,35,33,4,37
27/07/2010,0.6,9,17,26,49,5,26
27/07/2010,0.7,10,19,29,53,4,21
27/07/2010,0.5,5,17,21,64,3,25
27/07/2010,0.6,7,20,26,68,4,28
27/07/2010,0.4,3,14,17,62,3,22
27/07/2010,0.5,7,15,22,50,4,30
27/07/2010,0.4,6,13,19,43,4,49
27/07/2010,0.7,10,21,32,15,4,29
27/07/2010,0.8,11,22,33,11,4,9
27/07/2010,0.9,9,22,31,7,4,-99
27/07/2010,0.8,9,24,32,4,-99,-99
27/07/2010,0.6,6,20,26,8,-99,-99
27/07/2010,0.4,2,11,12,19,2,-99
28/07/2010,0.2,0,9,9,19,2,5
28/07/2010,0.2,0,9,9,17,2,6
28/07/2010,0.1,0,8,8,15,3,3
28/07/2010,0.2,0,9,9,14,3,4
28/07/2010,0.3,0,10,11,11,3,6
28/07/2010,0.6,17,16,34,5,3,9
28/07/2010,0.8,25,21,46,4,3,17
28/07/2010,0.9,27,21,48,5,3,21
28/07/2010,-99,-99,-99,-99,-99,-99,-99
28/07/2010,-99,-99,-99,-99,-99,-99,-99
28/07/2010,-99,-99,-99,-99,-99,-99,29
28/07/2010,-99,-99,-99,-99,-99,-99,27
28/07/2010,-99,-99,-99,-99,-99,-99,40
28/07/2010,0.5,17,25,41,19,3,57
28/07/2010,0.6,14,21,35,20,3,37
28/07/2010,0.8,29,26,55,9,3,19
28/07/2010,0.9,29,30,59,8,3,17
28/07/2010,1.1,35,36,70,8,3,19
28/07/2010,1.3,29,41,70,3,3,19
28/07/2010,1.8,55,44,99,1,3,22
28/07/2010,2.1,85,44,129,1,5,18
28/07/2010,1.9,63,46,109,1,4,22
28/07/2010,0.7,8,35,43,7,3,10
28/07/2010,1.0,15,37,52,2,3,12
29/07/2010,1.1,20,33,53,1,3,14
29/07/2010,1.0,16,34,49,1,3,11
29/07/2010,0.9,12,33,45,1,3,14
29/07/2010,0.9,17,32,49,1,3,18
29/07/2010,1.1,28,32,60,1,3,29
29/07/2010,1.6,72,30,103,1,4,29
29/07/2010,2.2,101,31,132,1,4,39
29/07/2010,1.5,53,31,84,4,4,38
29/07/2010,0.7,21,26,46,8,4,33
29/07/2010,0.6,12,19,31,19,3,21
29/07/2010,0.8,15,20,35,29,3,19
29/07/2010,0.6,12,21,33,45,3,18
29/07/2010,0.7,10,29,39,51,3,47
29/07/2010,0.4,6,19,25,59,3,21
29/07/2010,0.5,8,20,28,54,3,16
29/07/2010,0.5,8,16,24,40,3,20
29/07/2010,0.5,10,17,26,30,3,37
29/07/2010,0.7,11,16,26,22,4,42
29/07/2010,0.6,10,21,31,16,3,27
29/07/2010,0.8,11,25,36,9,-99,-99
29/07/2010,0.6,11,24,35,6,-99,-99
29/07/2010,0.4,8,24,32,5,-99,-99
29/07/2010,0.3,2,20,22,8,-99,-99
29/07/2010,0.2,0,16,16,10,2,-99
30/07/2010,0.0,0,10,10,16,1,13
30/07/2010,0.0,0,6,5,19,2,5
30/07/2010,0.0,0,5,5,19,3,4
30/07/2010,0.0,0,6,6,20,3,6
30/07/2010,0.0,2,8,10,17,8,11
30/07/2010,0.2,9,17,25,7,17,18
30/07/2010,1.0,53,22,75,3,15,38
30/07/2010,0.6,34,17,50,8,22,30
30/07/2010,0.3,13,11,25,19,11,17
30/07/2010,0.2,13,11,24,25,7,16
30/07/2010,0.2,12,14,26,33,5,17
30/07/2010,0.3,13,20,33,41,6,34
30/07/2010,0.3,8,20,29,54,6,-99
30/07/2010,-99,-99,-99,-99,-99,-99,28
30/07/2010,0.3,7,15,22,54,4,32
30/07/2010,0.4,7,18,25,54,3,37
30/07/2010,0.5,7,17,24,51,-99,-99
30/07/2010,0.6,9,17,26,36,4,-99
30/07/2010,0.5,8,19,28,25,2,46
30/07/2010,0.6,15,26,41,18,2,17
30/07/2010,0.3,3,20,23,17,2,10
30/07/2010,0.1,0,12,11,25,2,4
30/07/2010,0.1,4,13,16,25,3,5
30/07/2010,0.8,28,23,51,7,3,4
31/07/2010,0.7,16,23,40,5,3,9
31/07/2010,0.6,15,20,36,5,3,9
31/07/2010,0.5,9,18,27,4,3,14
31/07/2010,0.6,10,16,26,5,3,13
31/07/2010,0.5,13,16,30,2,3,15
31/07/2010,1.1,51,18,68,1,3,26
31/07/2010,1.6,83,18,101,1,4,41
31/07/2010,1.1,40,20,60,6,4,32
31/07/2010,0.7,22,19,41,15,6,30
31/07/2010,0.5,15,20,35,29,6,33
31/07/2010,0.5,12,23,35,41,6,34
31/07/2010,0.6,13,30,44,51,5,42
31/07/2010,0.6,8,31,39,69,5,52
31/07/2010,0.5,4,24,28,85,4,52
31/07/2010,0.4,4,18,22,81,4,39
31/07/2010,0.2,4,18,22,71,4,33
31/07/2010,0.2,5,17,22,49,3,46
31/07/2010,0.3,5,20,26,38,3,35
31/07/2010,0.6,9,27,36,28,3,19
31/07/2010,0.7,16,33,48,17,3,14
31/07/2010,0.8,21,30,51,11,3,11
31/07/2010,0.5,6,21,27,11,3,18
31/07/2010,0.3,1,14,14,18,3,13
31/07/2010,0.3,1,14,15,16,2,7
01/08/2010,0.5,10,16,26,9,3,14
01/08/2010,0.5,12,16,28,6,3,11
01/08/2010,0.6,17,15,32,4,3,10
01/08/2010,0.4,11,13,24,3,3,10
01/08/2010,0.4,10,15,25,3,2,8
01/08/2010,0.6,23,13,36,1,3,15
01/08/2010,1.1,48,16,63,1,3,30
01/08/2010,1.3,45,17,62,4,6,31
01/08/2010,0.4,19,16,35,15,42,34
01/08/2010,0.3,14,17,32,25,45,36
01/08/2010,0.4,16,25,40,34,26,45
01/08/2010,0.4,11,22,33,49,23,42
01/08/2010,0.3,6,20,25,64,21,38
01/08/2010,0.3,4,18,21,88,18,-99
01/08/2010,0.1,2,15,18,86,9,25
01/08/2010,0.0,2,13,15,81,7,29
01/08/2010,0.1,3,13,16,68,4,19
01/08/2010,0.1,4,12,16,49,3,39
01/08/2010,0.0,3,12,15,33,2,18
01/08/2010,0.2,4,16,20,24,3,25
01/08/2010,0.2,3,19,22,17,3,33
01/08/2010,0.2,2,16,19,18,3,22
01/08/2010,0.1,1,14,14,21,3,20
